"subject" "Activity" "timeBodyAccelerometer-mean()-X" "timeBodyAccelerometer-mean()-Y" "timeBodyAccelerometer-mean()-Z" "timeGravityAccelerometer-mean()-X" "timeGravityAccelerometer-mean()-Y" "timeGravityAccelerometer-mean()-Z" "timeBodyAccelerometerJerk-mean()-X" "timeBodyAccelerometerJerk-mean()-Y" "timeBodyAccelerometerJerk-mean()-Z" "timeBodyGyroscope-mean()-X" "timeBodyGyroscope-mean()-Y" "timeBodyGyroscope-mean()-Z" "timeBodyGyroscopeJerk-mean()-X" "timeBodyGyroscopeJerk-mean()-Y" "timeBodyGyroscopeJerk-mean()-Z" "timeBodyAccelerometerMagnitude-mean()" "timeGravityAccelerometerMagnitude-mean()" "timeBodyAccelerometerJerkMagnitude-mean()" "timeBodyGyroscopeMagnitude-mean()" "timeBodyGyroscopeJerkMagnitude-mean()" "frequencyBodyAccelerometer-mean()-X" "frequencyBodyAccelerometer-mean()-Y" "frequencyBodyAccelerometer-mean()-Z" "frequencyBodyAccelerometer-meanFreq()-X" "frequencyBodyAccelerometer-meanFreq()-Y" "frequencyBodyAccelerometer-meanFreq()-Z" "frequencyBodyAccelerometerJerk-mean()-X" "frequencyBodyAccelerometerJerk-mean()-Y" "frequencyBodyAccelerometerJerk-mean()-Z" "frequencyBodyAccelerometerJerk-meanFreq()-X" "frequencyBodyAccelerometerJerk-meanFreq()-Y" "frequencyBodyAccelerometerJerk-meanFreq()-Z" "frequencyBodyGyroscope-mean()-X" "frequencyBodyGyroscope-mean()-Y" "frequencyBodyGyroscope-mean()-Z" "frequencyBodyGyroscope-meanFreq()-X" "frequencyBodyGyroscope-meanFreq()-Y" "frequencyBodyGyroscope-meanFreq()-Z" "frequencyBodyAccelerometerMagnitude-mean()" "frequencyBodyAccelerometerMagnitude-meanFreq()" "frequencyBodyAccelerometerJerkMagnitude-mean()" "frequencyBodyAccelerometerJerkMagnitude-meanFreq()" "frequencyBodyGyroscopeMagnitude-mean()" "frequencyBodyGyroscopeMagnitude-meanFreq()" "frequencyBodyGyroscopeJerkMagnitude-mean()" "frequencyBodyGyroscopeJerkMagnitude-meanFreq()" "angle(timeBodyAccelerometerMean,gravity)" "angle(timeBodyAccelerometerJerkMean),gravityMean)" "angle(timeBodyGyroscopeMean,gravityMean)" "angle(timeBodyGyroscopeJerkMean,gravityMean)" "angle(X,gravityMean)" "angle(Y,gravityMean)" "angle(Z,gravityMean)" "timeBodyAccelerometer-std()-X" "timeBodyAccelerometer-std()-Y" "timeBodyAccelerometer-std()-Z" "timeGravityAccelerometer-std()-X" "timeGravityAccelerometer-std()-Y" "timeGravityAccelerometer-std()-Z" "timeBodyAccelerometerJerk-std()-X" "timeBodyAccelerometerJerk-std()-Y" "timeBodyAccelerometerJerk-std()-Z" "timeBodyGyroscope-std()-X" "timeBodyGyroscope-std()-Y" "timeBodyGyroscope-std()-Z" "timeBodyGyroscopeJerk-std()-X" "timeBodyGyroscopeJerk-std()-Y" "timeBodyGyroscopeJerk-std()-Z" "timeBodyAccelerometerMagnitude-std()" "timeGravityAccelerometerMagnitude-std()" "timeBodyAccelerometerJerkMagnitude-std()" "timeBodyGyroscopeMagnitude-std()" "timeBodyGyroscopeJerkMagnitude-std()" "frequencyBodyAccelerometer-std()-X" "frequencyBodyAccelerometer-std()-Y" "frequencyBodyAccelerometer-std()-Z" "frequencyBodyAccelerometerJerk-std()-X" "frequencyBodyAccelerometerJerk-std()-Y" "frequencyBodyAccelerometerJerk-std()-Z" "frequencyBodyGyroscope-std()-X" "frequencyBodyGyroscope-std()-Y" "frequencyBodyGyroscope-std()-Z" "frequencyBodyAccelerometerMagnitude-std()" "frequencyBodyAccelerometerJerkMagnitude-std()" "frequencyBodyGyroscopeMagnitude-std()" "frequencyBodyGyroscopeJerkMagnitude-std()"
7 "WALKING_UPSTAIRS" 0.272775820392157 -0.0192770250505882 -0.114839377490196 0.857579170784314 -0.123929717329412 0.0238557397117647 0.119526212707843 0.041082489554902 0.0313698400897843 0.00246681634431372 -0.0883091849294118 0.0620534816372549 -0.102295090666667 -0.040537414227451 -0.0221481746294118 -0.471749875254902 -0.471749875254902 -0.572195139764706 -0.559240341568627 -0.664074375215686 -0.572929200235294 -0.445087304098039 -0.581759191114314 -0.250387969117647 0.037106839872549 0.041236415054902 -0.611426005598039 -0.531116853927451 -0.654719662284314 -0.0867651668823529 -0.214227780633333 -0.105141097343137 -0.600080523627451 -0.607551925117647 -0.612833807505882 -0.0761083471258824 -0.166141287666667 0.0330471113662745 -0.522869542539216 0.123238920098039 -0.521863180784314 0.148025481786078 -0.598349909113726 0.0157187386254902 -0.658167153784314 0.0957960358323529 0.0524990076558824 -0.0576325654705882 -0.0191232850980392 -0.0191560691960784 -0.694830544117647 0.160614733098039 -0.00338858525882353 -0.549732692117647 -0.424964887039216 -0.525935505203922 -0.973688948039216 -0.951700989803922 -0.950778366862745 -0.591443804 -0.49691942572549 -0.677212713533333 -0.676845119039216 -0.594414426156863 -0.659861632313726 -0.608185412901961 -0.664425236507843 -0.665877440417647 -0.542411616662745 -0.542411616662745 -0.53199404897451 -0.570785684803922 -0.646682432372549 -0.541826694705882 -0.451875793058824 -0.535530432509804 -0.607364565686275 -0.493142503162745 -0.698491751960784 -0.703294090588235 -0.594739749941177 -0.709264356078431 -0.625794809607843 -0.549198475921569 -0.630638252490196 -0.657488471176471
8 "LAYING" 0.285740435925926 -0.0164569373907407 -0.116024840907407 0.702122030555556 0.0295008575555556 0.128661215802037 0.0685513841314815 0.0133086721477778 0.0114210907353704 -0.0732029368311111 -0.0466331167166667 0.125733847944444 -0.102350072531481 -0.0294258750981481 -0.0488821053962963 -0.601966599659259 -0.601966599659259 -0.690872846666667 -0.647166411655556 -0.794619395740741 -0.63347968472963 -0.597287375905556 -0.718845291481481 -0.165842547740741 0.0711420709781481 0.111186485777778 -0.670520738183333 -0.673296247796296 -0.778376320555556 0.01216119762 -0.180831334425926 -0.0410244171555556 -0.692828126740741 -0.735831434 -0.684399827259259 -0.0144425183111111 -0.179983102042593 -0.0104936395611111 -0.608286596666667 0.133372242401667 -0.658157163866667 0.216280206801852 -0.725830350322222 -0.0226254129814815 -0.8188806 0.0982377267962963 -0.0548668804925926 0.0470764576811111 0.1792142365 -0.0159343310407407 -0.55451839537037 0.0502122914740741 -0.0780093558516667 -0.624672550674074 -0.599360118814815 -0.679521936425926 -0.971216128148148 -0.973806921851852 -0.94998783 -0.6681521415 -0.656951814 -0.802225369074074 -0.762035118518519 -0.70689947712963 -0.700964205 -0.752663830333333 -0.825884280555556 -0.761276556851852 -0.610552578759259 -0.610552578759259 -0.666740915496296 -0.697315263055556 -0.816326606851852 -0.622077076222222 -0.626350937555556 -0.686398276814815 -0.696390379462963 -0.663135935096296 -0.825299105 -0.785117376259259 -0.696103633481482 -0.735895997037037 -0.673460250055556 -0.679440322388889 -0.732552865148148 -0.826103135185185
8 "SITTING" 0.272355840891304 -0.0201319706494348 -0.108755652586957 0.640947185869565 -0.0449625613043478 0.0682711975652174 0.0541076025413043 0.0226039232194565 0.00819370895478261 -0.0615406521600957 -0.0579118510434783 0.105549239076087 -0.0548701279130435 -0.0570107827478261 -0.101393500974565 -0.479789190478261 -0.479789190478261 -0.52240029826087 -0.546940995195652 -0.641838804565217 -0.553057723193696 -0.483836899115217 -0.582807674369565 -0.168297458152174 0.0499438794186957 0.134286583526087 -0.538655210913043 -0.566437165630435 -0.608307037413043 0.0340607448695652 -0.171846772528261 -0.0760494678304348 -0.583751434565217 -0.584080554130435 -0.593231068882609 -0.0975852163478261 -0.093764563826087 -0.0143197288543478 -0.507003295956522 0.148024742152174 -0.504216890926087 0.18824018798913 -0.625968886521739 0.0826050705043478 -0.668163872826087 0.19051050096087 0.0701892849630435 -0.00540397736956522 0.0257939671565217 -0.149448845428261 -0.418876480434783 0.101567378434783 -0.0348885817608696 -0.533578256434783 -0.456457941815217 -0.555015097347826 -0.960156068478261 -0.958339914347826 -0.952815413043478 -0.503047264841304 -0.543206165973913 -0.623286230717391 -0.673564670478261 -0.6081478135 -0.64785367073913 -0.616024748478261 -0.649971936521739 -0.660364974 -0.54262277323913 -0.54262277323913 -0.501991756978261 -0.630168828478261 -0.658609672608696 -0.527382427413044 -0.477080577630435 -0.5770908305 -0.512590953106522 -0.548936528434783 -0.637135183478261 -0.70268259668913 -0.628075851478261 -0.701749319478261 -0.63678151723913 -0.50512683593913 -0.702162382576087 -0.670817157717391
8 "STANDING" 0.280931461296296 -0.0243149227962963 -0.122553899166667 0.844821872037037 -0.0168475655740741 0.0101597602722222 0.0551078863222222 0.0185164575448148 -0.0117485716688889 -0.0350928371740741 -0.0831272827861111 0.0401297294431481 -0.105460673759259 -0.0508202840685185 -0.0469397198944444 -0.5910216159 -0.5910216159 -0.704077237592593 -0.648686070425926 -0.796387679111111 -0.669410157611111 -0.600225562314815 -0.666947607 -0.172079482048148 0.0402409040037037 0.00184436144444444 -0.706319013518519 -0.704274635555556 -0.753029505925926 0.00326912927777778 -0.199870592690741 -0.150840250305556 -0.719799437037037 -0.740490234814815 -0.662714673592593 -0.0351312919888889 -0.164216504122222 -0.0557543075185185 -0.641601952555556 0.098931949887037 -0.686126917166667 0.146676665972778 -0.734651395555556 -0.00203068205555556 -0.814188993444444 0.17007421155 0.00290224123037037 0.0403117762592593 0.169973950853704 -0.0881937757222222 -0.653219926296296 0.0908731437240741 0.0138672462537037 -0.656664710818519 -0.560174104825926 -0.60938244767037 -0.969501911296296 -0.954660307777778 -0.944596289074074 -0.700563690740741 -0.693526783888889 -0.771163154388889 -0.780616414074074 -0.724518767037037 -0.650967999655556 -0.777279291851852 -0.811202381425926 -0.784321481296296 -0.643077643592593 -0.643077643592593 -0.691376218277778 -0.715186923703704 -0.813243893777778 -0.652518912231482 -0.568456827472222 -0.610786903888889 -0.72186822412963 -0.703065360740741 -0.78837882212963 -0.800335294666667 -0.718912697148148 -0.679888977798148 -0.700141892777778 -0.700992790351852 -0.752386528888889 -0.826884184444444
8 "WALKING" 0.277470760333333 -0.018726414091875 -0.111527410166667 0.719912584791667 0.0321480242558333 0.02761057265625 0.105211051833333 0.0255977893041667 0.0261482216708333 -0.07425013386875 -0.0491538681875 0.102845517322917 -0.117966909375 -0.058044819671875 -0.0494374049645833 -0.378722241897917 -0.378722241897917 -0.5055892655625 -0.5422198785625 -0.684148687291667 -0.473959505229167 -0.341829629647917 -0.62238711125 -0.222045242416667 0.09885707149375 -0.0496145956014583 -0.51294458173125 -0.4424052726125 -0.716714118958333 -0.132341944166667 -0.272084917229167 -0.288068871491667 -0.570572885541667 -0.67599023125 -0.514392169541667 -0.0429547079083333 -0.151690511083333 0.052348102375 -0.434587070583333 0.0674586908708333 -0.4635439566 0.07087452889375 -0.629605581666667 0.0473222341875 -0.723184635625 0.0262384748 -0.02115682363125 -0.0675261168752083 0.1196375591875 0.01750166023125 -0.57721802625 0.0263293310416667 0.000199879807083334 -0.434747300666667 -0.3011928313125 -0.551085081560417 -0.976340797916667 -0.957789211041667 -0.938298106666667 -0.48209946635625 -0.3874966994375 -0.727385915 -0.658173211458333 -0.651675866708333 -0.5884691864375 -0.615276109166667 -0.755864582291667 -0.561220317775 -0.434893122708333 -0.434893122708333 -0.463588493714583 -0.601015375791667 -0.709750117708333 -0.421551457104167 -0.325178603089583 -0.551716490041667 -0.4965702905625 -0.3696250785875 -0.736793638333333 -0.68672854375 -0.6429091875 -0.654911485 -0.524738222475 -0.469070885525 -0.652583800625 -0.715087459375
8 "WALKING_DOWNSTAIRS" 0.287660660263158 -0.0144700640089474 -0.119766445947368 0.729826087894737 -0.0498763744210526 -0.0285823955789474 0.0907124914473684 -0.0164217659184211 0.0533013841031579 -0.0166745274 -0.0931617309210526 0.0944258978684211 -0.140440559578947 -0.0302548620497368 -0.0431229839 -0.479010033763158 -0.479010033763158 -0.626260897526316 -0.587214808657895 -0.799213181052632 -0.567185064394737 -0.503050659447368 -0.61307269304 -0.301441157005263 0.0211425900947368 -0.0453587372368421 -0.645531148447368 -0.615608506947368 -0.726207324210526 -0.137575414086842 -0.264808645736842 -0.213148464760526 -0.668672063684211 -0.73717076 -0.677926227368421 -0.135454981323684 -0.231793872189474 -0.0552855105631579 -0.541935513631579 0.0473036003947368 -0.607962821236842 0.147231193489474 -0.723240719210526 -0.0923468536578947 -0.822806539473684 0.113401507921053 -0.0308633297473684 -0.0835085209789474 0.0318051111052632 0.124383721342105 -0.543665759210526 0.105223289789474 0.0300328607368421 -0.537472811260526 -0.480709156050789 -0.526738092526316 -0.959769767631579 -0.956408842105263 -0.938166638421053 -0.620776293084211 -0.596162543131579 -0.748578147368421 -0.694189098684211 -0.691952506368421 -0.675682496052632 -0.748970355526316 -0.838606738421053 -0.773438105263158 -0.538739708914211 -0.538739708914211 -0.616608181576316 -0.673000838242105 -0.825620559736842 -0.527515523973684 -0.502940282923684 -0.519784029684211 -0.629252226052632 -0.602291235473684 -0.769671982105263 -0.704972732631579 -0.671720934157895 -0.705272387894737 -0.609571304947368 -0.631659751315789 -0.697291958131579 -0.843085332368421
8 "WALKING_UPSTAIRS" 0.276841064390244 -0.0186812472031707 -0.111223468804878 0.936123049756098 -0.082407244302439 0.119729937164634 0.0611319166097561 0.0203312039778049 -0.0117969114043902 -0.0711700607853658 -0.0498171956121951 0.0377631772071829 -0.0794107372463415 -0.0488340357243902 -0.0335665812170732 -0.486087231226829 -0.486087231226829 -0.563989612243902 -0.568984776585366 -0.699908542195122 -0.582502254878049 -0.373077660930732 -0.653854571439024 -0.249821584482927 0.0472986576341463 0.141160517853659 -0.622180768536585 -0.482516995740732 -0.701587646070732 -0.172899257658537 -0.288432092731707 -0.00684624712195122 -0.644020774268293 -0.661405727829268 -0.591290006097561 -0.0151391692073171 -0.18427848902439 -0.104119829936585 -0.585607823121951 0.139458670543902 -0.539488402702927 0.0851554312682927 -0.670852678580488 -0.0413441018390244 -0.743855616121951 0.0895005508951219 0.00813556069268292 0.0540906152195122 0.111749072341463 -0.072327036902439 -0.766863673170732 0.139377589560976 -0.0624802969146341 -0.583570942195122 -0.350811077956098 -0.604222821073171 -0.981140420487805 -0.96629295097561 -0.959310409512195 -0.592463006585366 -0.430140001463415 -0.722992370951219 -0.705311710731707 -0.623767152512195 -0.624801399512195 -0.636497221107317 -0.735018983926829 -0.684209945609756 -0.590913998093415 -0.590913998093415 -0.525433405536585 -0.635847764585366 -0.728845472829268 -0.584893489512195 -0.381318625743902 -0.608746271729268 -0.597810426341463 -0.411014967487805 -0.743084759512195 -0.725522695853659 -0.608830558780488 -0.671584166829268 -0.658444844878049 -0.511314112634146 -0.676673193170732 -0.729391869495122
11 "LAYING" 0.271689188070175 -0.0194130328203509 -0.107240462689474 0.586434988596491 -0.131164218947368 -0.0605123005789474 0.0813887521280702 0.0110877060129825 -0.00778945950385965 -0.0372681021666667 -0.0597759903157895 0.111875973 -0.0776072755298246 -0.0466598050877193 -0.0746547736315789 -0.681408896263158 -0.681408896263158 -0.773186600701754 -0.710632514649123 -0.85101789 -0.758561210315789 -0.682495803403509 -0.755063390175439 -0.227129230631579 -0.059886549554386 -0.0354339926157895 -0.785962868087719 -0.741178502719298 -0.826270268421053 -0.0432002531052632 -0.181541998226158 -0.1999925152 -0.791865428947368 -0.811754427017544 -0.739200955719298 -0.0919413825929825 -0.279823517116667 -0.129131140171316 -0.734091589824561 0.0190275662614035 -0.752762493701754 0.155347564670175 -0.804796949122807 -0.118735349527719 -0.862717383508772 0.0084224474631579 0.0506114968929825 0.00186833972280702 -0.122039235421053 -0.00945502438596491 -0.384273928596491 0.169903563859649 0.0631817277210526 -0.738542250140351 -0.65171148192807 -0.697529251877193 -0.971885928947368 -0.96341185122807 -0.947123192631579 -0.776378872777193 -0.729884526315789 -0.840786397719298 -0.815971571964912 -0.799084365438597 -0.707693958736842 -0.828926194210526 -0.866075812280702 -0.83074078245614 -0.732962614245614 -0.732962614245614 -0.759399070736842 -0.764390808245614 -0.859423028596491 -0.732019655912281 -0.658871742122807 -0.691662648368421 -0.786781631719298 -0.736526511307018 -0.853906536491228 -0.825473980052632 -0.79436593877193 -0.726268964315789 -0.773840042877193 -0.768926640578947 -0.780002635157895 -0.865478386140351
11 "SITTING" 0.266884771735849 -0.0188583539132075 -0.111105584415094 0.837822166226415 -0.140075473849057 -0.0628249246792453 0.0826088345283019 0.0100468583415094 -0.0113430703528302 -0.00923950926803773 -0.104136886513208 0.0556378888711321 -0.103618366641509 -0.0504339773608302 -0.0659261919886792 -0.5691988607 -0.5691988607 -0.69347601954717 -0.677409040698113 -0.809417745849057 -0.645216613283019 -0.559987674398113 -0.692119622386792 -0.194492804658491 0.0149622026773585 0.0556160661150943 -0.701479254584906 -0.666136818837736 -0.763104460792453 0.0214322334339623 -0.175485736322642 -0.125391363216981 -0.758412310188679 -0.760797329433962 -0.697113874811321 -0.0790085511132076 -0.114252260350943 -0.0810410471037736 -0.61788846980566 0.059948333184717 -0.666793692407547 0.183936030471698 -0.778007463207547 -0.019007656490566 -0.821083214716981 0.206318467464151 0.113816890165283 -0.0487035685756604 0.102286478867925 0.107198424320755 -0.632217619056604 0.177496840169811 0.0603039317735849 -0.60937430931 -0.53307591645283 -0.66249600745283 -0.971835932264151 -0.959957576603774 -0.945793926415094 -0.68777278245283 -0.656148862886792 -0.778586941793585 -0.792375593773585 -0.769868839811321 -0.703503514911321 -0.81976857490566 -0.811836278301887 -0.799251610566038 -0.609045594528302 -0.609045594528302 -0.669948900018868 -0.763625613207547 -0.824482575849057 -0.596971656528302 -0.549256381056604 -0.674228234230189 -0.702255204488679 -0.670346363909434 -0.792582036339623 -0.804056592264151 -0.778222901132075 -0.734031279320755 -0.665722683735849 -0.676596153169811 -0.795751758490566 -0.842286412075472
11 "STANDING" 0.28413938493617 -0.0193250486404255 -0.103531699787234 0.938112952765957 -0.116325427893617 -0.0211223287595745 0.0672835827978723 0.0199612141534043 0.0125692080297872 -0.00556561402765957 -0.106247003810213 0.0923361410297872 -0.101200450489362 -0.0302572572468085 -0.0551735316765957 -0.347220606325532 -0.347220606325532 -0.431675163 -0.411643385508511 -0.55173498667234 -0.386798701276596 -0.342243807425532 -0.412369765957447 -0.166814200106383 0.00206683391914894 0.0912312451534043 -0.398282360834043 -0.481953353855319 -0.488757994297872 -0.0278996452340426 -0.258697298642553 -0.115832526629787 -0.491025446319149 -0.442382673021277 -0.521294923965957 -0.137893830438298 -0.160090317617021 -0.084131525993617 -0.304542214682979 0.108509651406383 -0.348964827021277 0.192355529289574 -0.466399208344681 -0.00784061317234043 -0.545192153553192 0.135002780255319 -0.0355041989042553 0.0485546369255319 -0.0459334456148936 0.00131528325531915 -0.820649623829787 0.163726416340426 0.0368770472319149 -0.408038717255319 -0.314512240575319 -0.414870545957447 -0.963807623829787 -0.939932232978723 -0.934262039787234 -0.398961668829787 -0.473599483623404 -0.543160927765957 -0.590146645361702 -0.460568989659574 -0.556237524617021 -0.582158151702128 -0.540654921914894 -0.658659262553192 -0.352942681914894 -0.352942681914894 -0.375717242751064 -0.463360749595745 -0.56119277893617 -0.42071394176383 -0.344401066106383 -0.466827497 -0.457329445476596 -0.503442631276596 -0.597741484425532 -0.624195313914894 -0.480399466574468 -0.609906301531915 -0.484099928682979 -0.416414005617021 -0.564991377531915 -0.615902501446808
11 "WALKING" 0.264612573220339 -0.0192536826 -0.0963164953305085 0.835901882050847 -0.0593843086101695 0.0585148580830508 0.0990401506440678 0.0159507371813559 0.010974324800678 -0.0313949653949153 -0.080241846779661 0.0882118243711864 -0.0953927244576271 -0.0215159223135593 -0.0216260543932203 -0.364837525174576 -0.364837525174576 -0.479779918169492 -0.490719279316949 -0.632126187627119 -0.413868570689831 -0.340396294305085 -0.609822217661017 -0.210481799464407 -0.0216809420118644 -0.0280270747071186 -0.450552086117119 -0.457931955664407 -0.686464748525424 -0.128560261559322 -0.346604026052542 -0.181293321344068 -0.535423035135593 -0.585901909677966 -0.46019937059322 -0.0268213929830508 -0.0847665309425424 0.0296645848915254 -0.380819431847458 0.0351628890677966 -0.42213290629661 0.107075728801695 -0.554310296757627 0.058455859579661 -0.65751881761017 0.078212530220339 0.0224595352977119 -0.0873461513237288 0.051214417220339 -0.0489215113084746 -0.679660633898305 0.111144810949153 -0.0220629987779661 -0.403362069686441 -0.318046333952542 -0.572001811305085 -0.954730237288136 -0.93451772 -0.914451191016949 -0.430704245910169 -0.412440847091525 -0.713857689389831 -0.636735405355932 -0.594720455050847 -0.539887538864407 -0.592786239152542 -0.681598699220339 -0.535561391508475 -0.386945364713559 -0.386945364713559 -0.438802036152542 -0.538478714440678 -0.65466667220339 -0.402204869401695 -0.350542370135593 -0.587854203559322 -0.462777717983051 -0.402771663474576 -0.740102301525424 -0.670369971915254 -0.604941729101695 -0.612657462322034 -0.488254346050847 -0.465852823042373 -0.611978656949153 -0.677264521898305
11 "WALKING_DOWNSTAIRS" 0.282377397195652 -0.013286271576087 -0.099463890826087 0.595653146369565 0.123370177217391 0.114960515569565 0.0930846183913043 -0.00052469733478261 -0.010594171698587 -0.0332510809130435 -0.0816240027608696 0.0697093837173913 -0.0975553251304348 -0.0459390324236739 -0.0404225830086957 -0.569747259108696 -0.569747259108696 -0.676149396413044 -0.648177549456522 -0.807038410763044 -0.62035012 -0.548674140652174 -0.708128852195652 -0.216913040630435 0.0337414649173043 0.0458680660304348 -0.660427778065217 -0.636323008758696 -0.761259489195652 -0.0626752608782609 -0.208298992630435 -0.11590823073913 -0.704227746543478 -0.733569871304348 -0.700974128282609 -0.109681212011957 -0.191437133847826 0.0133717754869565 -0.555857238695652 0.00965687249347826 -0.606963220021739 0.13035541185 -0.716713960434783 -0.0861855826478261 -0.813360501521739 0.0564954266956522 0.00900106247826087 -0.060287717186087 0.0292761333695652 0.0173774150663044 -0.440566055217391 -0.0226262413043478 -0.0840223623182609 -0.603159084565217 -0.535741229065217 -0.680366241521739 -0.966779970434783 -0.960380084565217 -0.943918039782609 -0.652034070434783 -0.61983240788913 -0.782303347391304 -0.730287059608696 -0.708773054782609 -0.722780345652174 -0.776826316086957 -0.823615065434783 -0.782974476782609 -0.54928443 -0.54928443 -0.614871552891304 -0.675633919347826 -0.80827825673913 -0.597645048478261 -0.559488504647826 -0.694832748413043 -0.67465563973913 -0.627972580875435 -0.802076088478261 -0.740599158217391 -0.697535830652174 -0.757071088043478 -0.617784273282609 -0.627992765195652 -0.705128510869565 -0.815522342413043
11 "WALKING_UPSTAIRS" 0.274906169259259 -0.0174105850037037 -0.116452692151852 0.838293211851852 -0.130181335534259 -0.0439023095688889 0.12334808087037 0.00132265826925926 -0.0249375150944444 -0.0225693079944444 -0.0728100951333333 0.0178177203277778 -0.0859282427388889 -0.0497827279444444 -0.0631154372796296 -0.334419796555556 -0.334419796555556 -0.421633632550556 -0.370336268968519 -0.588466990074074 -0.423016465462963 -0.281245715574074 -0.419350270333333 -0.269853034722222 -0.0546931130444444 0.00899980635185185 -0.430443193 -0.413243438285185 -0.529903877055556 -0.0868075275648148 -0.274392815348148 -0.160403558961111 -0.519610032537037 -0.455670347240741 -0.408610410375926 -0.175035831398148 -0.155890058766667 -0.0347860381777778 -0.336709160611111 0.0485027132814815 -0.369265631407407 0.193036271946296 -0.480362442277778 -0.0443175077222222 -0.579135764311111 0.111662639585185 0.0133922032648148 -0.132023387392593 0.035003155762963 -0.0154243626981481 -0.675721781111111 0.172969137425926 0.0427817008148148 -0.435404576051852 -0.263889598777778 -0.363196912027778 -0.952965935925926 -0.944036584814815 -0.884691378888889 -0.407427434555556 -0.391900742574074 -0.569617629277778 -0.595921262407407 -0.473749872444444 -0.446082663925926 -0.608286471212963 -0.577147252572222 -0.587209842740741 -0.383480483703704 -0.383480483703704 -0.397715374192593 -0.449374466 -0.594108408722222 -0.442083323037037 -0.302803061388889 -0.388535390061111 -0.437916833462963 -0.411265504055556 -0.609145635407407 -0.62257788037037 -0.491894281344444 -0.513985361822222 -0.511591297322222 -0.443908166296296 -0.530439722001852 -0.645190672777778
14 "LAYING" 0.279152766666667 -0.0197541062705882 -0.115096452843137 0.428085977647059 0.0868382036862745 0.185878978052941 0.051945119272549 0.0131713733817647 -0.0120444418596078 -0.0977101909313726 -0.0324865559372549 0.126054463664706 -0.082581360854902 -0.0459871509980392 -0.0854408951568627 -0.413113678672549 -0.413113678672549 -0.513600588901961 -0.526290424094118 -0.678258702745098 -0.446073420384314 -0.397815036647059 -0.62192563154902 -0.233950616705882 0.150163397198039 0.243149068903922 -0.500491504260784 -0.480689687 -0.668524698235294 -0.0922871950980392 -0.109386755078431 -0.0156956842941176 -0.546945166823529 -0.632304741588235 -0.567214352523529 0.00838021753705882 -0.0326884514901961 0.0918525580490196 -0.421364447784314 0.215720068180392 -0.487732906635294 0.22184517862549 -0.620951961803922 0.13053872395098 -0.705571074313725 0.16355227297451 -0.00278454359607843 0.057559523072549 0.152928291352941 0.017480562745098 -0.275038107254902 0.0104224943137255 -0.128260784764706 -0.418738534039216 -0.414461813315686 -0.613834350196078 -0.974446081176471 -0.967693517647059 -0.952060423921569 -0.487369076419608 -0.464603729784314 -0.699802954901961 -0.654814139705882 -0.637820394176471 -0.608326204313726 -0.601512253960784 -0.723679591764706 -0.656694499215686 -0.441127449019608 -0.441127449019608 -0.503487746684314 -0.604148060970588 -0.710554943137255 -0.410159944254902 -0.461482601882353 -0.64292171254902 -0.520863585352941 -0.48516483217451 -0.730350180196078 -0.690275823529412 -0.647129493156863 -0.660097766666667 -0.540004726998039 -0.528262465607843 -0.663313919215686 -0.738476810588235
14 "SITTING" 0.285209993333333 -0.0147495243494444 -0.101604191203704 0.675970397592593 -0.0116233788888889 0.102012079314815 0.0803281587962963 -0.00428715580833333 0.0059557840682037 -0.033521824012037 -0.0610083530925926 0.0966973212777778 -0.0926313743574074 -0.0481340565740741 -0.0539646539277778 -0.555730676284074 -0.555730676284074 -0.654744305174074 -0.648091372772222 -0.780955600740741 -0.622580820777778 -0.566210956825926 -0.721914467962963 -0.235875682344444 -0.0494545344666667 -0.00191886075592593 -0.655899590351852 -0.667594569685185 -0.774191318888889 -0.0590394046037037 -0.300975449328704 -0.112144087546296 -0.640919831212963 -0.752935812962963 -0.681011049146296 -0.175714536574074 -0.263763923944444 -0.118809256775 -0.601455530409259 -0.0458551778333333 -0.64227710297037 0.137959063588889 -0.716683859814815 -0.1155668066 -0.803071353333333 0.0713332138518519 -0.00274805748481482 0.0158778842222222 0.0030583206574074 -0.0116305760185185 -0.46749443 0.0791988709074074 -0.0596377071111111 -0.589475195592593 -0.536275033773148 -0.68807057362963 -0.973794162222222 -0.967750652777778 -0.95212804037037 -0.617937074827037 -0.648372243611111 -0.790657281481482 -0.703873381203704 -0.746494252962963 -0.69855840137037 -0.711072732148148 -0.821856679814815 -0.761371636666667 -0.610187378124074 -0.610187378124074 -0.642669357748148 -0.684881433666667 -0.802862579444445 -0.578831298074074 -0.55044943562037 -0.694922010353704 -0.613858153814815 -0.650977230957407 -0.806177302962963 -0.724912143333333 -0.74532556037037 -0.732811905314815 -0.677218652777778 -0.645950232 -0.718840301666667 -0.81719923037037
